,open,close,high,low,volume
2014-02-05,21.79434458030685,21.628817,21.849519214285717,21.610425148809526,32476200.0
2014-02-06,21.70238390996249,22.061025,22.143788328470198,21.65640336344206,28008400.0
2014-02-07,22.25414091356778,22.263335,22.30931554767929,21.85871519242938,30808400.0
2014-02-10,22.171377340696857,22.336904,22.41047140413473,22.12539587392755,24571300.0
2014-02-11,22.39207881250833,22.502429,22.54840954754432,22.37368696132762,17911700.0
2014-02-12,22.539214216261275,22.575997,22.704741800844758,22.410472174194265,25874100.0
2014-02-13,22.46564609086453,22.713937,22.75071978256195,22.35529406480846,22922000.0
2014-02-14,22.603585337641352,22.769112,22.769112,22.447254600969302,20539700.0
2014-02-18,22.686348668820678,22.769112,22.787504770965747,22.57599664098901,17738100.0
2014-02-19,22.667956885714283,22.530018,22.73232744612171,22.456450594285712,25686000.0
2014-02-20,22.56680240706225,22.75072,22.85187518189168,22.530017784963626,20193800.0
2014-02-21,22.943834969551595,22.45645,22.953029055837426,22.39207852170352,30579800.0
2014-02-24,22.539213811579938,22.649564,22.879462141692983,22.447254554902745,24145500.0
2014-02-25,22.686348708921667,22.64037,22.723131492140478,22.493233349569323,21539100.0
2014-02-26,22.7507203649484,22.805895,22.971422583525104,22.6311742494786,19820200.0
2014-02-27,22.805894783153793,22.769112,22.805894783153793,22.539213857835218,20863900.0
2014-02-28,22.79670069665234,22.769112,22.851875331179322,22.594389411954765,23482700.0
2014-03-03,22.575996708978852,22.530018,22.612781331428568,22.34609856612171,25728500.0
2014-03-04,22.73232633874444,22.631173,22.787503729527398,22.53001690247798,23661200.0
2014-03-05,22.713937433878282,22.530018,22.723131520407424,22.438058742857137,21036200.0
2014-03-06,22.594389365586252,22.649564,22.667956770928004,22.41966585830702,22371700.0
2014-03-07,22.71393739337246,22.65876,22.85187535924819,22.594389439707367,25373400.0
2014-03-10,22.631173632555516,22.842679,22.888657708024194,22.603584936392913,24908100.0
2014-03-11,22.787504547574763,22.741524,22.851875107157298,22.631173812435257,26656800.0
2014-03-12,22.667956817447493,22.769112,22.879462188646524,22.631174034293696,21244800.0
2014-03-13,22.805894367342734,22.594389,22.989813797313797,22.46564604273504,26243300.0
2014-03-14,22.511626148571427,22.530018,22.667956885714283,22.438058742857137,21807200.0
2014-03-17,22.658759607583136,22.713937,22.824287186870965,22.52082164409629,18525800.0
2014-03-18,22.695544043513298,22.824287,22.89785440370669,22.575996092897384,26344000.0
2014-03-19,22.851875263788973,23.008206,23.219712290167866,22.77830785851319,34229400.0
2014-03-20,22.98981419583169,23.385239,23.532373810853322,22.934639561354263,37009100.0
2014-03-21,23.550766650621572,23.146145,23.615137210965433,23.136949074294794,56861900.0
2014-03-24,23.182927491118893,23.100166,23.339258226137577,22.916246568620764,36950600.0
2014-03-25,23.164537844358357,23.412826,23.605941360013407,23.146145073297134,32317400.0
2014-03-26,23.53237335509745,23.339258,23.670312237600953,23.284083366591148,26442800.0
2014-03-27,23.320868467631588,23.274887,23.67950864992132,23.256496987806557,27201100.0
2014-03-28,23.366846645322145,23.559962,23.734682744939708,23.284083315999872,22884500.0
2014-03-31,23.587549110327355,23.734683,23.964581139476874,23.55996225318269,29336300.0
2014-04-01,23.72548649864525,23.90021,23.90940592535591,23.57835169295075,23778700.0
2014-04-02,23.872622480663246,23.808251,23.955385812944563,23.578352854774113,22464700.0
2014-04-03,24.047344939416888,24.286439,24.332417707442676,24.038148094417306,38581300.0
2014-04-04,24.36000654013761,24.056541,24.580708751146787,24.010562292298967,47918000.0
2014-04-07,24.18528349339347,24.360007,24.58990514080785,24.093326076255458,49813500.0
2014-04-08,24.240461007292307,24.746236,24.810607479747304,24.231264162021553,56699500.0
2014-04-09,24.764627372498147,24.810607,24.847390702001483,24.580708862490734,34481800.0
2014-04-10,24.838195698827093,24.304832,24.911763105561864,24.24046143869966,40478200.0
2014-04-11,24.15769632964095,24.074933,24.451965946142092,24.065737074484343,36121100.0
2014-04-14,24.194479855049018,24.424378,24.507142251774933,24.038149116482344,26957900.0
2014-04-15,24.378398932760554,24.617493,24.672668553978333,24.240460967407284,45074400.0
2014-04-16,24.81060762866691,24.764628,25.049701697734864,24.461162450798366,59033600.0
2014-04-17,24.718647349688194,24.865784,24.976134188752436,24.63588585761458,38108500.0
2014-04-21,24.874977415287667,24.78302,24.874977415287667,24.580708720567394,20398600.0
2014-04-22,24.746235478390464,24.681864,24.810606956780926,24.51633734128167,29601600.0
2014-04-23,24.645079708444822,24.599101,24.80141044377193,24.571512303585013,25574300.0
2014-04-24,24.6542756340523,24.599101,24.79221451816445,24.497944898725198,25432800.0
2014-04-25,24.507142103960394,24.148501,24.57151266456584,24.084130439394553,33614400.0
2014-04-28,24.065737191036845,24.212872,24.26804663376863,23.918602382073683,33472800.0
2014-04-29,24.240460812341805,24.350811,24.516337660876133,24.231263967145015,22146000.0
2014-04-30,24.203675838003903,24.543926,24.553121925470364,24.111715663707695,25863900.0
2014-05-01,24.378398633708937,24.323224,24.525533442512916,24.268046607513398,19755200.0
2014-05-02,24.424376961513104,24.286439,24.497944364769445,24.27724307459296,24235200.0
2014-05-05,24.263252056553302,24.272527,24.35600149102025,24.10557801795949,20738900.0
2014-05-06,24.26325229834915,24.300353,24.467300128715532,24.11485320172316,21818000.0
2014-05-07,24.35600169374283,24.458027,24.532226548191147,24.318900992152905,24692800.0
2014-05-08,24.411651113135914,24.430201,24.60642585270315,24.31890075132115,24166900.0
2014-05-09,24.45802746087941,24.393101,24.49512630817971,24.318901450410667,20324400.0
2014-05-12,24.495125846601223,24.458027,24.615701039906185,24.393100540344047,20607800.0
2014-05-13,24.56932484577222,24.532226,24.615700489849736,24.42092575270602,20525000.0
2014-05-14,24.569325094568935,24.420926,24.59714992480061,24.420926,17811900.0
2014-05-15,24.42092619146482,24.124128,24.578600230680507,24.124128,31752700.0
2014-05-16,24.161226771963438,23.947904,24.17977758636716,23.873704452362507,30017200.0
2014-05-19,23.88297970879494,24.151954,24.198327790386795,23.88297970879494,22679600.0
2014-05-20,24.133403185353178,24.151954,24.272527338996646,24.003553047791588,22292600.0
2014-05-21,24.207602637114405,24.300353,24.34672679020127,24.11485320172316,18721300.0
2014-05-22,24.30962573292631,24.253977,24.3652763208413,24.189052396175907,15926500.0
2014-05-23,24.253976865577144,24.383827,24.39310008836337,24.244700994730774,17172200.0
2014-05-27,24.42092607678495,24.773373,24.801198757813506,24.28180192518914,27271900.0
2014-05-28,24.764099873331354,24.931047,24.986698515541125,24.726999172135383,27150100.0
2014-05-29,24.95887320952794,25.005247,25.005247,24.78264835376118,20638900.0
2014-05-30,24.986698083424045,25.339145,25.339145,24.977422212664713,43641000.0
2014-06-02,25.329869790040497,25.283496,25.36697049156273,25.15364771839677,20264900.0
2014-06-03,25.246394569974946,25.654493,25.691593700451662,25.15364699257024,33256300.0
2014-06-04,25.515369508695652,25.598844,25.747243095652173,25.50609456521739,21612500.0
2014-06-05,25.561742640112328,25.654493,25.654493,25.441169305495297,26546200.0
2014-06-06,25.76579412877231,26.127516,26.164614846733546,25.719418483493076,34795600.0
2014-06-09,26.06259092439986,25.886367,26.359389112862775,25.81216745288427,39933000.0
2014-06-10,25.830717209631732,26.19244,26.275914490084986,25.710142018681307,34256900.0
2014-06-11,26.09968988453573,25.904917,26.16461448854576,25.78434180791561,27747700.0
2014-06-12,25.839993420341003,25.932741,26.062591136001117,25.756518001663736,31211400.0
2014-06-13,27.59295675115645,27.704257,27.88047907048088,27.416731898192538,122194300.0
2014-06-16,27.565131705627923,27.834106,27.96395521159613,27.5187579146951,36407800.0
2014-06-17,27.713529542170765,27.778456,27.917579221449774,27.67643069661333,28440600.0
2014-06-18,27.713530354831075,27.759906,27.806280717674575,27.51875746809222,34412300.0
2014-06-19,27.79700475047175,27.908305,27.908305,27.722805202449152,27166600.0
2014-06-20,27.889754808286263,28.01033,28.01033,27.852655962174634,39826400.0
2014-06-23,27.917579735362224,28.038154,28.11235261997506,27.685706149520346,26528900.0
2014-06-24,27.97322991737705,28.288578,28.594651139016392,27.908305312131148,53397600.0
2014-06-25,28.270028182319564,28.641025,28.7523252510468,28.242204278925815,44293300.0
2014-06-26,28.576099975491328,28.548277,28.65957539442575,28.390602960613194,26722300.0
2014-06-27,28.63175126697058,28.6874,28.75232460394439,28.474077228819915,30776300.0
2014-06-30,28.63175109739725,28.659575,28.75232443365696,28.436976359223305,21558400.0
2014-07-01,28.743048943189155,28.733774,28.8357983750807,28.63175055241362,28240000.0
2014-07-02,28.743048943189155,28.733774,28.79869767482976,28.566824095100905,16831200.0
2014-07-03,28.82652426674773,28.882173,29.086223611059623,28.77087460600111,20437600.0
2014-07-07,28.835798732330044,28.78015,28.93782403616906,28.678124696160985,22233400.0
2014-07-08,28.752324886251223,28.557552,28.826524434344773,28.474077508394757,37608700.0
2014-07-09,28.603926209256272,28.6503,28.733775420322935,28.464802982036353,28302400.0
2014-07-10,28.3813277159309,28.993474,29.058398605886115,28.232929544257004,32455100.0
2014-07-11,28.99347294336,28.984198,29.169697794694336,28.789425116934336,20045000.0
2014-07-14,29.13259745220705,29.206797,29.29027149126707,29.067672847888222,24244600.0
2014-07-15,29.290271661629504,29.410845,29.494319491752584,28.900724033450775,61006100.0
2014-07-16,30.89483764669569,32.137681,32.22115549128574,30.80208635694506,135834600.0
2014-07-17,31.720307167247856,31.25656,31.86870626076717,31.191635396585298,70591100.0
2014-07-18,31.349307578460902,31.25656,31.38640827933507,30.96903490131766,46528800.0
2014-07-21,31.1174350188522,31.590459,31.748132114558654,31.10816193019075,32097200.0
2014-07-22,31.68320663859711,32.267529,32.30462970107584,31.59973214803875,42915100.0
2014-07-23,32.1655039826087,31.998555,32.19332788554913,31.813055202940436,26077000.0
2014-07-24,31.88725619114397,31.766681,32.15622676603322,31.62755499464636,33180400.0
2014-07-25,31.673933421412027,31.766681,31.87797939279763,31.46988281255474,31614000.0
2014-07-28,31.748131,31.748131,31.831605489921127,31.42350891113442,30972200.0
2014-07-29,31.785230473390776,31.71103,31.87797897826701,31.618281495123767,26141700.0
2014-07-30,31.82233200856166,31.859429,32.06347961155631,31.571908534592314,32782800.0
2014-07-31,31.618282799890316,31.432783,31.766681897807075,31.35858530603034,35431200.0
2014-08-01,31.302934088444932,31.293661,31.562631577091757,31.173085807868684,33472400.0
2014-08-04,31.34003532162165,31.581182,31.618282701858526,31.11743482044795,27250100.0
2014-08-05,31.520493250283305,30.642851,31.539167463045366,30.43744306259287,49845100.0
2014-08-06,30.437444004053823,30.67086,30.98830668815079,30.24137550112302,27923900.0
2014-08-07,30.745554996022033,30.512139,30.95096293984939,30.381426975891646,27820100.0
2014-08-08,30.605504450722847,30.437444,30.810911460792113,30.381426961972323,35484000.0
2014-08-11,30.64285220169594,30.829585,31.03499294546244,30.633516495444727,27718600.0
2014-08-12,30.726880994661,30.932287999999996,30.950962212907147,30.512138283364372,24805600.0
2014-08-13,31.03499270808989,31.83794,31.884626933874895,31.025654200918133,36291000.0
2014-08-14,31.791257036025424,31.688554,31.959317483185544,31.50182400821838,25458000.0
2014-08-15,31.837939522074542,31.903296,31.940643492478525,31.47381150729667,28577600.0
2014-08-18,31.987325538077485,32.127377,32.18339777150181,31.7259014954955,27232200.0
2014-08-19,32.21140723645894,32.062021,32.21140723645894,31.977991241991845,29281900.0
2014-08-20,31.959317727826086,32.211407,32.22074177238221,31.912634529275365,27140300.0
2014-08-21,32.174059067812,32.81829,32.85563375733833,32.16472429555736,37164900.0
2014-08-22,32.86497249820236,32.622218,32.86497249820236,32.59420901471691,21196700.0
2014-08-25,32.762268980112935,32.500844,32.81829068610737,32.35145869722003,18614500.0
2014-08-26,32.48217022769181,32.491505,32.72492099090275,32.38880196400278,19664700.0
2014-08-27,32.575534528378725,32.48217,32.62221772623204,32.3327837668694,17168900.0
2014-08-28,32.31411050802993,32.351458,32.5008432995605,32.31411050802993,18908900.0
2014-08-29,32.50084376418189,32.603544,32.622218213083976,32.370128007249946,32302800.0
2014-09-02,32.45415728453787,32.276763,32.59420874544403,32.14605004599364,32094800.0
2014-09-03,32.51017898929708,32.276763,32.56619976039234,32.164724258801364,26668800.0
2014-09-04,32.2394157598336,32.594209,32.76226851360642,32.23008005385277,27632400.0
2014-09-05,32.60354401495777,32.678239,32.790277742907456,32.51951799218509,20841900.0
2014-09-08,32.64089152934806,32.98635,33.201091779908474,32.56620027891167,24859600.0
2014-09-09,32.9490022401664,32.594209,32.9490022401664,32.538187294803265,22333100.0
2014-09-10,32.538187258885664,32.696912,32.7996159696434,32.37012774546476,19964200.0
2014-09-11,32.48217022207058,32.696912,32.696912,32.239415724245795,21949000.0
2014-09-12,32.58487370686781,32.323445,32.59420847903548,32.21140625971711,26732600.0
2014-09-15,32.407475005320535,32.248754,32.46349577638982,31.95931723974183,22438000.0
2014-09-16,32.18339850051197,32.612883,32.75293446509493,32.18339850051197,20875700.0
2014-09-17,32.59420852344197,32.659565,32.86497200284634,32.435487519128934,26278900.0
2014-09-18,32.79027773510365,32.83696,32.83696,32.54752696991793,23809600.0
2014-09-19,32.82762474554853,32.510179,32.88364551666224,32.510179,46851900.0
2014-09-22,32.47283147696215,32.407475,32.70624746611271,32.25808876694364,25447700.0
2014-09-23,32.407475485131876,32.136712,32.407475485131876,32.09936824216876,25690700.0
2014-09-24,32.11804247739988,32.444823,32.53818752979436,32.09002975727128,18829000.0
2014-09-25,32.379466477430185,31.875287,32.48217044778727,31.632536235144205,34639700.0
2014-09-26,31.987326,31.987326,32.080695198736606,31.399120495200435,25882300.0
2014-09-29,31.800595341652816,32.584874,32.668903756216054,31.688553799370155,29003100.0
2014-09-30,32.58487398392757,32.510179,32.678238512349225,32.12737677742677,35274600.0
2014-10-01,32.314110723948765,31.73524,32.4728317304824,31.595188538088355,35086600.0
2014-10-02,31.707228222660593,31.296417,31.744575715990454,31.053662494843856,32910800.0
2014-10-03,31.427129264388164,31.772584,31.912634529316325,31.249734043559158,25834600.0
2014-10-06,31.884625491349475,31.847278,32.19273272492721,31.623196786558935,24321100.0
2014-10-07,31.781922462737118,31.249734,31.791257235106322,31.203048000522376,25972100.0
2014-10-08,31.268407976461273,31.996664000000003,32.09002946260099,30.94162278854205,34960600.0
2014-10-09,31.88462569346186,31.389781,32.14604973158982,31.35243724306958,28185700.0
2014-10-10,30.456117478745938,29.793217,30.680198696747627,28.4767508147916,80917600.0
2014-10-13,29.615819990893424,29.382404,30.22270156721632,29.382404,42110200.0
2014-10-14,29.867910338453957,30.007959,30.50279996941138,29.60648349373131,68671000.0
2014-10-15,28.514097683852665,29.205009,29.550463724409727,27.68313584293044,92305200.0
2014-10-16,28.840879625817372,28.803534,29.419752231442466,28.710167601296597,47787400.0
2014-10-17,29.130316355280122,29.298374,29.60648310542094,28.915571778113375,37504500.0
2014-10-20,28.980930392815328,29.485108,29.59714860940811,28.85021650411653,30523700.0
2014-10-21,29.56913696322794,30.446782,30.456116772066892,29.485107208675032,33278400.0
2014-10-22,30.493465956616046,30.129337,30.68953446112993,30.08265473409783,26725600.0
2014-10-23,30.549485786202506,30.521474,30.726881005410856,30.437443309712307,22254900.0
2014-10-24,30.54948650087315,30.978971,31.119022464977157,30.40943596955998,27814300.0
2014-10-27,30.885605259930205,30.997644,31.091008527450224,30.596167568790136,23751900.0
2014-10-28,31.025653511223858,31.501824,31.511158772308317,31.025653511223858,21857800.0
2014-10-29,31.520493764776756,31.66988,31.716565999499178,31.287077772240437,24615200.0
2014-10-30,31.352437969695274,30.418774,31.38044695512216,30.25071448545485,55217900.0
2014-10-31,31.501824460790026,31.75391,31.75391,30.4654565123441,52089700.0
2014-11-03,31.56718001127461,32.034012,32.19273394250265,31.548506731725592,28703600.0
2014-11-04,31.977990518876943,32.248754,32.472831482293415,31.940643026942766,34695900.0
2014-11-05,31.99970884988885,31.72717,32.046697204948295,31.576804256494917,34705500.0
2014-11-06,31.66138589374456,31.783559,32.16887121732702,31.39824678267297,25240600.0
2014-11-07,31.93392447564476,31.558012,31.952720193405586,31.191492684306212,27604500.0
2014-11-10,31.417042481782467,31.257277,31.47343151507567,31.08811929797933,30653600.0
2014-11-11,31.351259296097584,31.30427,31.520420762048907,31.200893548585302,19676600.0
2014-11-12,31.229085176480368,31.370054,31.407642616304653,31.012934421421974,22864200.0
2014-11-13,31.341857774525593,31.651989,31.82115140118732,31.332461795130644,26449300.0
2014-11-14,31.717773881656147,31.905732,31.9245277178558,31.341857644968435,18104600.0
2014-11-17,31.783559043600526,32.178271,32.1876669794003,31.72717001019621,17646300.0
2014-11-18,32.131279326744774,32.619968,32.798530142277905,32.103086689227496,30674800.0
2014-11-19,32.601172147909764,32.281644,32.695152618106235,32.187667288947154,21289600.0
2014-11-20,32.08428964368307,33.785304,33.804099717975085,31.952720557643374,61994700.0
2014-11-21,33.81349649901657,33.44698,34.26459278878955,33.36239926945771,56721600.0
2014-11-24,33.728915134972716,34.067239,34.236400462620686,33.681926779586206,33321100.0
2014-11-25,34.17061637590925,34.133024,34.283389744493384,33.97326227604758,29093200.0
2014-11-26,34.18001166211045,34.678101,34.76268172956201,34.095430932548425,24060000.0
2014-11-28,34.80967089951745,35.007025,35.42052985887181,34.71569042934161,19128500.0
2014-12-01,34.96943237576069,34.93184,35.354744594502264,34.67810156631378,30904000.0
2014-12-02,34.94123980112978,35.335948,35.335948,34.94123980112978,28361100.0
2014-12-03,35.41113247341705,35.176186,35.608486571301476,35.157390282126634,30660800.0
2014-12-04,35.14799466515624,35.204379,35.204379,34.8096708001615,23359100.0
2014-12-05,35.30775628950126,35.401733,35.61788751630584,35.260766994465996,20527600.0
2014-12-08,35.204378451494236,34.960036,35.458121581233286,34.71568978936221,28134800.0
2014-12-09,34.461947161684606,34.668701,34.85665912026726,34.11422731758,28487300.0
2014-12-10,34.70629369419515,34.227001,34.79087442618751,34.11422763046278,27499900.0
2014-12-11,34.302184882774256,34.490143,34.96943192289987,34.24579678975641,25088200.0
2014-12-12,34.25519683683254,34.048443,34.60291667844328,34.03904608082923,29322500.0
2014-12-15,34.1988083173861,33.757108,34.56532482220327,33.738316040947886,30633400.0
2014-12-16,33.70072377384882,33.418788,34.302185818273735,33.418788,31166300.0
2014-12-17,33.47517292085572,34.057843,34.14242373125934,33.20263782837777,31637700.0
2014-12-18,34.53713180713128,34.790874,34.790874,34.23640031928687,32128100.0
2014-12-19,34.790873770439205,34.180012,34.922443795502986,34.0484429147221,76786800.0
2014-12-22,34.19880757079751,34.969432,35.01642035467767,34.19880757079751,29227100.0
2014-12-23,35.147994302761745,35.176186,35.42992913107631,35.05401289403724,22169700.0
2014-12-24,35.213778456446626,35.185583,35.335947803546524,34.94123960687072,12109100.0
2014-12-26,35.26076736247051,35.28896,35.46752214235532,35.26076736247051,14037200.0
2014-12-29,35.19498313451425,34.94124,35.26076720817644,34.93184026136417,12203300.0
2014-12-30,34.8472632488461,34.546528,34.950636879073606,34.546528,15214100.0
2014-12-31,34.42435820365039,34.104831,34.809670419817046,34.104831,20393600.0
